BHID,FROM,TO,LITO
DH0052,29.98,31.94,SAP
DH0052,31.94,33.58,LAT
DH0052,33.58,35.08,LAT
DH0052,35.08,37.01,SAP
DH0052,37.01,38.83,LAT
DH0052,38.83,40.24,LAT
DH0052,40.24,41.47,FRS
DH0052,41.47,42.94,LAT
DH0052,42.94,44.3,LAT
DH0052,44.3,46.08,FRS
DH0052,46.08,47.8,LAT
DH0052,47.8,49.75,LAT
DH0052,49.75,51.69,FRS
DH0052,51.69,53.6,LAT
DH0052,53.6,55.02,LAT
DH0052,55.02,56.08,LAT
DH0052,56.08,57.95,LAT
DH0052,57.95,59.39,LAT
DH0052,59.39,60.51,FRS
DH0052,60.51,61.98,LAT
DH0052,61.98,62.98,FRS
DH0052,62.98,64.89,LAT
DH0052,64.89,65.96,LAT
DH0052,65.96,67.72,LAT
DH0052,67.72,69.02,LAT
DH0052,69.02,70.62,FRS
DH0052,70.62,71.64,FRS
DH0052,71.64,73.37,FRS
DH0052,73.37,74.73,FRS
DH0052,74.73,75.93,FRS
DH0052,75.93,77.62,FRS
DH0052,77.62,78.91,LAT
DH0052,78.91,80.11,LAT
DH0052,80.11,81.96,LAT
DH0052,81.96,83.35,FRS
DH0052,83.35,85.27,LAT
DH0052,85.27,86.88,LAT
DH0052,86.88,88.73,FRS
DH0052,88.73,90.09,LAT
DH0052,90.09,91.73,FRS
DH0052,91.73,93.02,FRS
DH0052,93.02,94.53,FRS
DH0052,94.53,95.91,FRS
DH0052,95.91,97.54,FRS
DH0052,97.54,98.72,FRS
DH0052,98.72,100.03,DUN
DH0052,100.03,101.11,DUN
DH0052,101.11,102.87,FRS
DH0052,102.87,104.11,FRS
DH0052,104.11,105.57,DUN
DH0052,105.57,107.31,FRS
DH0052,107.31,108.67,FRS
DH0052,108.67,110.16,FRS
DH0052,110.16,111.21,FRS
DH0052,111.21,112.42,FRS
DH0052,112.42,114.1,FRS
DH0052,114.1,116.03,FRS
DH0052,116.03,117.52,FRS
DH0052,117.52,119.51,DUN
DH0052,119.51,120.51,FRS
DH0052,120.51,121.82,DUN
DH0052,121.82,123.45,DUN
DH0052,123.45,124.74,FRS
DH0052,124.74,126.13,FRS
DH0052,126.13,128.07,DUN
DH0052,128.07,129.18,DUN
DH0052,129.18,131.06,DUN
DH0052,131.06,132.77,FRS
DH0052,132.77,133.91,DUN
DH0052,133.91,135.77,FRS
DH0052,135.77,137.1,FRS
DH0052,137.1,138.27,FRS
DH0052,138.27,140.22,FRS
DH0052,140.22,142.06,DUN
DH0052,142.06,143.37,DUN
DH0052,143.37,145.34,DUN
DH0052,145.34,147.14,PER
DH0052,147.14,148.35,DUN
DH0052,148.35,149.87,DUN
DH0052,149.87,151.45,DUN
DH0052,151.45,153.29,DUN
DH0052,153.29,155.03,DUN
DH0052,155.03,156.71,DUN
DH0052,156.71,158.54,PER
DH0052,158.54,159.93,DUN
DH0052,159.93,160.94,DUN
DH0052,160.94,162.07,DUN
DH0052,162.07,163.77,DUN
DH0052,163.77,165.5,DUN
DH0052,165.5,167.43,DUN
DH0052,167.43,169.27,PER
DH0052,169.27,170.72,DUN
DH0052,170.72,171.86,PER
DH0052,171.86,172.95,PER
DH0052,172.95,174.86,DUN
DH0052,174.86,176.47,PER
DH0052,176.47,178.23,PER
DH0052,178.23,179.07,DUN
DH0053,0.0,1.45,SAP
DH0053,1.45,3.38,SAP
DH0053,3.38,4.54,SAP
DH0053,4.54,6.06,SAP
DH0053,6.06,7.57,SAP
DH0053,7.57,9.21,SAP
DH0053,9.21,11.06,LAT
DH0053,11.06,12.2,SAP
DH0053,12.2,14.18,LAT
DH0053,14.18,15.91,SAP
DH0053,15.91,17.43,SAP
DH0053,17.43,19.18,SAP
DH0053,19.18,20.99,LAT
DH0053,20.99,22.56,SAP
DH0053,22.56,23.88,SAP
DH0053,23.88,25.48,SAP
DH0053,25.48,26.97,LAT
DH0053,26.97,28.32,SAP
DH0053,28.32,30.12,LAT
DH0053,30.12,31.65,LAT
DH0053,31.65,33.17,SAP
DH0053,33.17,35.16,SAP
DH0053,35.16,37.14,SAP
DH0053,37.14,38.15,SAP
DH0053,38.15,39.82,LAT
DH0053,39.82,41.23,SAP
DH0053,41.23,42.59,LAT
DH0053,42.59,44.25,LAT
DH0053,44.25,46.12,LAT
DH0053,46.12,47.44,LAT
DH0053,47.44,48.97,LAT
DH0053,48.97,50.66,LAT
DH0053,50.66,52.13,LAT
DH0053,52.13,53.63,LAT
DH0053,53.63,54.83,LAT
DH0053,54.83,56.07,FRS
DH0053,56.07,57.71,FRS
DH0053,57.71,59.3,LAT
DH0053,59.3,60.64,LAT
DH0053,60.64,62.04,LAT
DH0053,62.04,63.25,LAT
DH0053,63.25,64.87,FRS
DH0053,64.87,66.54,FRS
DH0053,66.54,67.67,LAT
DH0053,67.67,69.22,LAT
DH0053,69.22,70.25,LAT
DH0053,70.25,71.89,FRS
DH0053,71.89,73.4,LAT
DH0053,73.4,74.83,LAT
DH0053,74.83,76.4,LAT
DH0053,76.4,77.51,FRS
DH0053,77.51,79.16,FRS
DH0053,79.16,80.86,LAT
DH0053,80.86,81.97,LAT
DH0053,81.97,83.66,FRS
DH0053,83.66,85.48,FRS
DH0053,85.48,86.65,LAT
DH0053,86.65,87.85,LAT
DH0053,87.85,89.81,FRS
DH0053,89.81,91.7,FRS
DH0053,91.7,93.25,LAT
DH0053,93.25,94.98,FRS
DH0053,94.98,96.98,LAT
DH0053,96.98,98.38,LAT
DH0053,98.38,99.84,LAT
DH0053,99.84,100.97,FRS
DH0053,100.97,102.4,LAT
DH0053,102.4,103.53,FRS
DH0053,103.53,105.02,LAT
DH0053,105.02,106.52,LAT
DH0053,106.52,108.05,FRS
DH0053,108.05,109.88,LAT
DH0053,109.88,111.61,FRS
DH0053,111.61,113.36,DUN
DH0053,113.36,114.45,FRS
DH0053,114.45,115.59,FRS
DH0053,115.59,116.72,FRS
DH0053,116.72,118.11,FRS
DH0053,118.11,119.89,DUN
DH0053,119.89,121.05,FRS
DH0053,121.05,122.95,FRS
DH0053,122.95,124.43,DUN
DH0053,124.43,125.67,FRS
DH0053,125.67,127.62,FRS
DH0053,127.62,128.63,FRS
DH0053,128.63,130.04,FRS
DH0053,130.04,131.26,FRS
DH0053,131.26,132.52,DUN
DH0053,132.52,133.98,FRS
DH0053,133.98,135.22,FRS
DH0053,135.22,136.98,FRS
DH0053,136.98,138.91,FRS
DH0053,138.91,139.98,FRS
DH0053,139.98,141.47,DUN
DH0053,141.47,143.05,FRS
DH0053,143.05,144.33,FRS
DH0053,144.33,145.9,DUN
DH0053,145.9,147.44,FRS
DH0053,147.44,149.14,FRS
DH0053,149.14,150.28,FRS
DH0053,150.28,151.73,DUN
DH0053,151.73,153.07,DUN
DH0053,153.07,154.13,DUN
DH0053,154.13,155.83,DUN
DH0053,155.83,157.16,FRS
DH0053,157.16,158.96,FRS
DH0053,158.96,160.17,FRS
DH0053,160.17,161.39,FRS
DH0053,161.39,162.53,FRS
DH0053,162.53,164.17,FRS
DH0053,164.17,166.06,DUN
DH0053,166.06,167.98,FRS
DH0053,167.98,169.17,FRS
DH0053,169.17,170.21,FRS
DH0053,170.21,171.68,DUN
DH0053,171.68,172.89,FRS
DH0053,172.89,173.91,FRS
DH0053,173.91,175.51,FRS
DH0053,175.51,177.19,FRS
DH0053,177.19,179.16,PER
DH0053,179.16,180.69,DUN
DH0053,180.69,182.02,PER
DH0053,182.02,183.88,DUN
DH0053,183.88,185.57,DUN
DH0053,185.57,186.83,PER
DH0053,186.83,188.0,DUN
DH0053,188.0,189.57,DUN
DH0053,189.57,191.16,DUN
DH0053,191.16,192.73,DUN
DH0053,192.73,194.39,DUN
DH0053,194.39,195.68,DUN
DH0053,195.68,197.01,DUN
DH0053,197.01,198.22,DUN
DH0053,198.22,200.22,DUN
DH0053,200.22,201.31,PER
DH0053,201.31,203.1,PER
DH0053,203.1,204.72,DUN
DH0053,204.72,206.21,DUN
DH0053,206.21,207.37,DUN
DH0053,207.37,209.09,DUN
DH0053,209.09,210.8,DUN
DH0053,210.8,212.72,DUN
DH0053,212.72,214.51,DUN
DH0053,214.51,215.64,DUN
DH0053,215.64,217.42,DUN
DH0053,217.42,219.12,PER
DH0053,219.12,220.17,DUN
DH0054,0.0,1.56,SAP
DH0054,1.56,2.56,SAP
DH0054,2.56,4.33,SAP
DH0054,4.33,5.38,LAT
DH0054,5.38,6.74,LAT
DH0054,6.74,8.54,SAP
DH0054,8.54,9.63,SAP
DH0054,9.63,10.99,LAT
DH0054,10.99,12.95,SAP
DH0054,12.95,14.27,SAP
DH0054,14.27,15.57,SAP
DH0054,15.57,16.78,SAP
DH0054,16.78,18.33,SAP
DH0054,18.33,19.51,SAP
DH0054,19.51,20.88,SAP
DH0054,20.88,21.92,SAP
DH0054,21.92,23.79,LAT
DH0054,23.79,25.05,LAT
DH0054,25.05,26.16,LAT
DH0054,26.16,28.04,FRS
DH0054,28.04,29.33,LAT
DH0054,29.33,30.68,LAT
DH0054,30.68,31.8,FRS
DH0054,31.8,33.5,LAT
DH0054,33.5,35.27,LAT
DH0054,35.27,36.35,FRS
DH0054,36.35,37.76,FRS
DH0054,37.76,39.61,FRS
DH0054,39.61,41.23,FRS
DH0054,41.23,43.17,LAT
DH0054,43.17,44.3,LAT
DH0054,44.3,45.69,FRS
DH0054,45.69,47.51,FRS
DH0054,47.51,49.19,FRS
DH0054,49.19,50.86,LAT
DH0054,50.86,52.71,FRS
DH0054,52.71,54.2,FRS
DH0054,54.2,55.89,FRS
DH0054,55.89,57.83,LAT
DH0054,57.83,59.42,LAT
DH0054,59.42,60.72,FRS
DH0054,60.72,62.54,FRS
DH0054,62.54,64.17,FRS
DH0054,64.17,65.35,FRS
DH0054,65.35,66.66,FRS
DH0054,66.66,68.17,DUN
DH0054,68.17,69.59,FRS
DH0054,69.59,70.78,DUN
DH0054,70.78,72.32,FRS
DH0054,72.32,74.25,FRS
DH0054,74.25,75.57,FRS
DH0054,75.57,77.14,FRS
DH0054,77.14,78.69,FRS
DH0054,78.69,79.73,DUN
DH0054,79.73,80.81,FRS
DH0054,80.81,82.25,FRS
DH0054,82.25,83.87,FRS
DH0054,83.87,85.8,DUN
DH0054,85.8,87.48,FRS
DH0054,87.48,88.81,FRS
DH0054,88.81,90.65,FRS
DH0054,90.65,91.78,FRS
DH0054,91.78,93.12,FRS
DH0054,93.12,94.95,FRS
DH0054,94.95,96.67,PER
DH0054,96.67,98.53,DUN
DH0054,98.53,100.51,DUN
DH0054,100.51,101.81,DUN
DH0054,101.81,103.24,DUN
DH0054,103.24,105.08,DUN
DH0054,105.08,106.64,DUN
DH0054,106.64,107.69,DUN
DH0054,107.69,109.36,DUN
DH0054,109.36,111.22,DUN
DH0054,111.22,112.96,DUN
DH0054,112.96,114.21,DUN
DH0054,114.21,116.07,PER
DH0054,116.07,116.66,DUN
DH0055,0.0,1.33,LAT
DH0055,1.33,2.44,LAT
DH0055,2.44,4.17,SAP
DH0055,4.17,5.49,SAP
DH0055,5.49,7.15,LAT
DH0055,7.15,8.49,SAP
DH0055,8.49,9.91,LAT
DH0055,9.91,11.17,LAT
DH0055,11.17,12.55,SAP
DH0055,12.55,14.44,SAP
DH0055,14.44,15.6,LAT
DH0055,15.6,17.5,SAP
DH0055,17.5,19.37,LAT
DH0055,19.37,20.53,SAP
DH0055,20.53,22.3,SAP
DH0055,22.3,23.4,SAP
DH0055,23.4,25.28,SAP
DH0055,25.28,26.96,SAP
DH0055,26.96,28.03,LAT
DH0055,28.03,29.69,LAT
DH0055,29.69,31.05,SAP
DH0055,31.05,32.07,SAP
DH0055,32.07,34.02,SAP
DH0055,34.02,35.17,LAT
DH0055,35.17,36.59,LAT
DH0055,36.59,37.84,FRS
DH0055,37.84,39.4,FRS
DH0055,39.4,40.83,LAT
DH0055,40.83,42.13,FRS
DH0055,42.13,43.13,LAT
DH0055,43.13,44.25,FRS
DH0055,44.25,45.34,LAT
DH0055,45.34,46.45,FRS
DH0055,46.45,48.24,LAT
DH0055,48.24,50.17,LAT
DH0055,50.17,51.34,LAT
DH0055,51.34,53.25,LAT
DH0055,53.25,54.93,LAT
DH0055,54.93,56.51,LAT
DH0055,56.51,58.35,LAT
DH0055,58.35,60.3,LAT
DH0055,60.3,61.73,FRS
DH0055,61.73,63.49,FRS
DH0055,63.49,65.17,LAT
DH0055,65.17,66.78,FRS
DH0055,66.78,68.28,LAT
DH0055,68.28,69.38,LAT
DH0055,69.38,70.61,FRS
DH0055,70.61,72.57,LAT
DH0055,72.57,73.74,LAT
DH0055,73.74,75.32,LAT
DH0055,75.32,76.46,LAT
DH0055,76.46,78.43,FRS
DH0055,78.43,79.47,LAT
DH0055,79.47,81.45,LAT
DH0055,81.45,82.45,LAT
DH0055,82.45,84.09,LAT
DH0055,84.09,85.44,FRS
DH0055,85.44,86.47,FRS
DH0055,86.47,87.66,LAT
DH0055,87.66,89.26,FRS
DH0055,89.26,90.5,LAT
DH0055,90.5,91.6,FRS
DH0055,91.6,92.67,FRS
DH0055,92.67,94.09,FRS
DH0055,94.09,95.59,FRS
DH0055,95.59,96.95,DUN
DH0055,96.95,98.92,FRS
DH0055,98.92,100.06,FRS
DH0055,100.06,101.4,FRS
DH0055,101.4,103.29,FRS
DH0055,103.29,104.93,FRS
DH0055,104.93,106.7,FRS
DH0055,106.7,108.22,FRS
DH0055,108.22,109.26,FRS
DH0055,109.26,111.13,FRS
DH0055,111.13,112.47,DUN
DH0055,112.47,113.64,FRS
DH0055,113.64,115.24,FRS
DH0055,115.24,116.33,FRS
DH0055,116.33,117.58,FRS
DH0055,117.58,119.31,FRS
DH0055,119.31,120.73,FRS
DH0055,120.73,121.96,FRS
DH0055,121.96,123.37,FRS
DH0055,123.37,124.54,FRS
DH0055,124.54,126.31,FRS
DH0055,126.31,128.3,FRS
DH0055,128.3,130.24,DUN
DH0055,130.24,131.24,FRS
DH0055,131.24,132.49,FRS
DH0055,132.49,133.78,FRS
DH0055,133.78,135.31,FRS
DH0055,135.31,136.96,FRS
DH0055,136.96,138.65,DUN
DH0055,138.65,139.88,FRS
DH0055,139.88,141.48,DUN
DH0055,141.48,142.69,DUN
DH0055,142.69,144.25,FRS
DH0055,144.25,145.5,FRS
DH0055,145.5,147.27,DUN
DH0055,147.27,149.26,DUN
DH0055,149.26,151.14,PER
DH0055,151.14,152.59,DUN
DH0055,152.59,154.49,DUN
DH0055,154.49,156.25,DUN
DH0055,156.25,157.78,PER
DH0055,157.78,159.43,DUN
DH0055,159.43,161.07,DUN
DH0055,161.07,162.44,DUN
DH0055,162.44,164.07,PER
DH0055,164.07,165.57,DUN
DH0055,165.57,167.22,DUN
DH0055,167.22,169.12,DUN
DH0055,169.12,170.24,DUN
DH0055,170.24,171.83,DUN
DH0055,171.83,173.8,PER
DH0055,173.8,175.04,DUN
DH0055,175.04,176.48,DUN
DH0055,176.48,178.44,DUN
DH0055,178.44,179.55,DUN
DH0055,179.55,180.67,DUN
DH0055,180.67,181.3,PER
DH0056,0.0,1.53,LAT
DH0056,1.53,2.82,SAP
DH0056,2.82,4.81,SAP
DH0056,4.81,6.65,SAP
DH0056,6.65,8.18,SAP
DH0056,8.18,10.16,SAP
DH0056,10.16,11.86,SAP
DH0056,11.86,13.77,SAP
DH0056,13.77,15.54,SAP
DH0056,15.54,17.43,SAP
DH0056,17.43,18.45,SAP
DH0056,18.45,20.09,SAP
DH0056,20.09,21.84,LAT
DH0056,21.84,22.86,SAP
DH0056,22.86,24.75,LAT
DH0056,24.75,26.05,SAP
DH0056,26.05,27.27,LAT
DH0056,27.27,28.58,SAP
DH0056,28.58,30.32,SAP
DH0056,30.32,31.38,SAP
DH0056,31.38,32.43,SAP
DH0056,32.43,33.81,SAP
DH0056,33.81,35.17,LAT
DH0056,35.17,37.04,SAP
DH0056,37.04,38.92,SAP
DH0056,38.92,40.37,LAT
DH0056,40.37,41.6,SAP
DH0056,41.6,42.73,LAT
DH0056,42.73,44.24,SAP
DH0056,44.24,45.25,SAP
DH0056,45.25,46.99,LAT
DH0056,46.99,48.49,SAP
DH0056,48.49,49.89,LAT
DH0056,49.89,51.1,SAP
DH0056,51.1,52.39,SAP
DH0056,52.39,53.93,LAT
DH0056,53.93,55.92,SAP
DH0056,55.92,57.85,LAT
DH0056,57.85,59.49,LAT
DH0056,59.49,61.43,LAT
DH0056,61.43,62.71,LAT
DH0056,62.71,64.49,FRS
DH0056,64.49,66.19,FRS
DH0056,66.19,68.18,LAT
DH0056,68.18,69.41,FRS
DH0056,69.41,70.68,LAT
DH0056,70.68,71.76,FRS
DH0056,71.76,73.25,FRS
DH0056,73.25,74.53,FRS
DH0056,74.53,75.56,FRS
DH0056,75.56,77.06,LAT
DH0056,77.06,78.35,LAT
DH0056,78.35,79.61,LAT
DH0056,79.61,80.71,FRS
DH0056,80.71,82.42,FRS
DH0056,82.42,83.96,LAT
DH0056,83.96,85.21,LAT
DH0056,85.21,86.29,FRS
DH0056,86.29,88.01,LAT
DH0056,88.01,89.91,FRS
DH0056,89.91,91.59,FRS
DH0056,91.59,92.76,FRS
DH0056,92.76,93.79,FRS
DH0056,93.79,95.19,FRS
DH0056,95.19,97.14,LAT
DH0056,97.14,98.59,FRS
DH0056,98.59,100.03,FRS
DH0056,100.03,101.49,LAT
DH0056,101.49,102.64,FRS
DH0056,102.64,103.94,FRS
DH0056,103.94,105.16,FRS
DH0056,105.16,106.28,LAT
DH0056,106.28,107.92,FRS
DH0056,107.92,109.67,LAT
DH0056,109.67,111.44,LAT
DH0056,111.44,113.24,FRS
DH0056,113.24,114.3,LAT
DH0056,114.3,115.94,LAT
DH0056,115.94,117.1,LAT
DH0056,117.1,119.08,LAT
DH0056,119.08,120.86,FRS
DH0056,120.86,122.33,FRS
DH0056,122.33,123.36,LAT
DH0056,123.36,124.9,FRS
DH0056,124.9,126.08,FRS
DH0056,126.08,127.36,LAT
DH0056,127.36,128.73,LAT
DH0056,128.73,130.44,LAT
DH0056,130.44,131.62,LAT
DH0056,131.62,132.85,FRS
DH0056,132.85,134.2,LAT
DH0056,134.2,135.28,FRS
DH0056,135.28,136.66,LAT
DH0056,136.66,137.91,FRS
DH0056,137.91,138.98,LAT
DH0056,138.98,140.32,FRS
DH0056,140.32,141.98,LAT
DH0056,141.98,143.83,DUN
DH0056,143.83,145.5,FRS
DH0056,145.5,147.15,FRS
DH0056,147.15,149.08,DUN
DH0056,149.08,151.0,DUN
DH0056,151.0,152.86,DUN
DH0056,152.86,154.48,FRS
DH0056,154.48,156.14,FRS
DH0056,156.14,157.31,FRS
DH0056,157.31,158.43,DUN
DH0056,158.43,160.25,DUN
DH0056,160.25,162.13,FRS
DH0056,162.13,163.89,FRS
DH0056,163.89,165.45,FRS
DH0056,165.45,166.47,DUN
DH0056,166.47,168.18,DUN
DH0056,168.18,169.99,DUN
DH0056,169.99,171.11,DUN
DH0056,171.11,173.05,FRS
DH0056,173.05,174.73,FRS
DH0056,174.73,175.79,FRS
DH0056,175.79,177.3,DUN
DH0056,177.3,179.02,DUN
DH0056,179.02,180.75,FRS
DH0056,180.75,182.18,FRS
DH0056,182.18,183.19,FRS
DH0056,183.19,184.97,FRS
DH0056,184.97,186.68,DUN
DH0056,186.68,188.5,FRS
DH0056,188.5,190.15,DUN
DH0056,190.15,191.39,DUN
DH0056,191.39,192.57,DUN
DH0056,192.57,193.66,FRS
DH0056,193.66,195.21,FRS
DH0056,195.21,196.84,FRS
DH0056,196.84,197.89,FRS
DH0056,197.89,199.42,FRS
DH0056,199.42,200.48,DUN
DH0056,200.48,201.97,FRS
DH0056,201.97,203.13,FRS
DH0056,203.13,204.82,FRS
DH0056,204.82,206.45,DUN
DH0056,206.45,208.12,DUN
DH0056,208.12,209.34,FRS
DH0056,209.34,210.52,FRS
DH0056,210.52,211.95,DUN
DH0056,211.95,213.42,DUN
DH0056,213.42,214.92,FRS
DH0056,214.92,216.84,FRS
DH0056,216.84,218.76,FRS
DH0056,218.76,220.62,DUN
DH0056,220.62,222.52,DUN
DH0056,222.52,224.26,FRS
DH0056,224.26,225.79,FRS
DH0056,225.79,227.54,DUN
DH0056,227.54,229.18,DUN
DH0056,229.18,230.22,DUN
DH0056,230.22,231.54,DUN
DH0056,231.54,233.19,DUN
DH0056,233.19,234.89,DUN
DH0056,234.89,236.69,DUN
DH0056,236.69,237.78,DUN
DH0056,237.78,239.5,DUN
DH0056,239.5,240.94,DUN
DH0056,240.94,242.47,DUN
DH0056,242.47,243.53,DUN
DH0056,243.53,245.29,PER
DH0056,245.29,247.07,DUN
DH0056,247.07,248.93,PER
DH0056,248.93,250.36,PER
DH0056,250.36,252.15,DUN
DH0056,252.15,253.84,DUN
DH0056,253.84,255.37,PER
DH0056,255.37,256.93,PER
DH0056,256.93,258.24,DUN
DH0056,258.24,259.94,DUN
DH0056,259.94,261.16,DUN
DH0056,261.16,262.54,DUN
DH0056,262.54,264.24,DUN
DH0056,264.24,265.66,DUN
DH0056,265.66,266.77,DUN
DH0056,266.77,267.97,DUN
DH0056,267.97,269.31,DUN
DH0056,269.31,271.12,DUN
DH0056,271.12,272.23,DUN
DH0056,272.23,273.8,DUN
DH0056,273.8,275.65,DUN
DH0056,275.65,277.55,PER
DH0056,277.55,279.3,DUN
DH0056,279.3,281.1,PER
DH0056,281.1,281.96,DUN
DH0057,0.0,1.81,SAP
DH0057,1.81,3.53,SAP
DH0057,3.53,5.39,LAT
DH0057,5.39,6.83,SAP
DH0057,6.83,8.22,SAP
DH0057,8.22,9.76,SAP
DH0057,9.76,11.48,SAP
DH0057,11.48,13.18,SAP
DH0057,13.18,14.8,LAT
DH0057,14.8,15.86,LAT
DH0057,15.86,17.49,SAP
DH0057,17.49,18.92,SAP
DH0057,18.92,20.86,LAT
DH0057,20.86,22.53,SAP
DH0057,22.53,24.14,SAP
DH0057,24.14,25.46,SAP
DH0057,25.46,27.39,LAT
DH0057,27.39,29.03,LAT
DH0057,29.03,30.55,LAT
DH0057,30.55,32.52,FRS
DH0057,32.52,34.19,FRS
DH0057,34.19,35.75,FRS
DH0057,35.75,36.76,LAT
DH0057,36.76,38.1,FRS
DH0057,38.1,39.42,LAT
DH0057,39.42,40.46,FRS
DH0057,40.46,42.16,LAT
DH0057,42.16,44.01,FRS
DH0057,44.01,45.92,LAT
DH0057,45.92,47.91,FRS
DH0057,47.91,48.95,LAT
DH0057,48.95,50.02,LAT
DH0057,50.02,51.02,LAT
DH0057,51.02,52.79,LAT
DH0057,52.79,53.95,LAT
DH0057,53.95,55.72,FRS
DH0057,55.72,57.45,LAT
DH0057,57.45,58.74,LAT
DH0057,58.74,60.38,LAT
DH0057,60.38,61.88,LAT
DH0057,61.88,63.19,LAT
DH0057,63.19,65.08,FRS
DH0057,65.08,66.23,FRS
DH0057,66.23,67.87,LAT
DH0057,67.87,69.28,LAT
DH0057,69.28,70.33,LAT
DH0057,70.33,71.48,LAT
DH0057,71.48,72.84,FRS
DH0057,72.84,74.39,FRS
DH0057,74.39,76.28,DUN
DH0057,76.28,78.06,FRS
DH0057,78.06,79.61,FRS
DH0057,79.61,81.38,FRS
DH0057,81.38,82.46,DUN
DH0057,82.46,83.67,FRS
DH0057,83.67,85.38,DUN
DH0057,85.38,86.49,DUN
DH0057,86.49,87.82,DUN
DH0057,87.82,89.68,FRS
DH0057,89.68,91.51,FRS
DH0057,91.51,92.62,FRS
DH0057,92.62,93.82,FRS
DH0057,93.82,95.71,FRS
DH0057,95.71,96.73,DUN
DH0057,96.73,98.46,FRS
DH0057,98.46,100.34,FRS
DH0057,100.34,102.13,DUN
DH0057,102.13,103.62,DUN
DH0057,103.62,105.56,FRS
DH0057,105.56,107.35,FRS
DH0057,107.35,108.9,DUN
DH0057,108.9,110.46,FRS
DH0057,110.46,112.44,DUN
DH0057,112.44,113.87,FRS
DH0057,113.87,115.47,DUN
DH0057,115.47,117.2,FRS
DH0057,117.2,119.18,PER
DH0057,119.18,120.24,DUN
DH0057,120.24,121.91,DUN
DH0057,121.91,123.53,PER
DH0057,123.53,125.34,DUN
DH0057,125.34,126.99,DUN
DH0057,126.99,128.95,PER
DH0057,128.95,130.8,DUN
DH0057,130.8,131.88,DUN
DH0057,131.88,133.58,DUN
DH0057,133.58,134.66,PER
DH0057,134.66,136.57,PER
DH0057,136.57,138.17,DUN
DH0057,138.17,139.79,DUN
DH0057,139.79,141.33,PER
DH0057,141.33,142.76,DUN
DH0057,142.76,144.34,DUN
DH0057,144.34,144.49,DUN
DH0058,0.0,1.19,LAT
DH0058,1.19,2.66,SAP
DH0058,2.66,4.23,SAP
DH0058,4.23,6.2,LAT
DH0058,6.2,7.87,SAP
DH0058,7.87,8.88,SAP
DH0058,8.88,10.5,SAP
DH0058,10.5,11.77,SAP
DH0058,11.77,13.03,SAP
DH0058,13.03,14.36,LAT
DH0058,14.36,16.34,SAP
DH0058,16.34,17.96,LAT
DH0058,17.96,19.7,SAP
DH0058,19.7,20.91,SAP
DH0058,20.91,22.6,SAP
DH0058,22.6,23.97,SAP
DH0058,23.97,25.69,SAP
DH0058,25.69,27.37,FRS
DH0058,27.37,28.6,LAT
DH0058,28.6,30.45,LAT
DH0058,30.45,31.91,FRS
DH0058,31.91,33.1,LAT
DH0058,33.1,34.92,FRS
DH0058,34.92,36.53,FRS
DH0058,36.53,38.44,FRS
DH0058,38.44,39.46,FRS
DH0058,39.46,41.05,FRS
DH0058,41.05,42.72,LAT
DH0058,42.72,44.64,LAT
DH0058,44.64,45.77,LAT
DH0058,45.77,47.22,LAT
DH0058,47.22,48.77,FRS
DH0058,48.77,50.22,FRS
DH0058,50.22,51.27,FRS
DH0058,51.27,52.74,LAT
DH0058,52.74,54.41,LAT
DH0058,54.41,55.68,LAT
DH0058,55.68,56.75,LAT
DH0058,56.75,58.13,FRS
DH0058,58.13,59.83,LAT
DH0058,59.83,60.87,LAT
DH0058,60.87,62.21,FRS
DH0058,62.21,63.27,LAT
DH0058,63.27,64.99,FRS
DH0058,64.99,66.9,DUN
DH0058,66.9,68.64,DUN
DH0058,68.64,70.27,FRS
DH0058,70.27,71.45,FRS
DH0058,71.45,73.31,FRS
DH0058,73.31,74.91,FRS
DH0058,74.91,76.12,DUN
DH0058,76.12,77.36,FRS
DH0058,77.36,78.58,FRS
DH0058,78.58,79.72,DUN
DH0058,79.72,80.74,FRS
DH0058,80.74,82.47,FRS
DH0058,82.47,84.12,DUN
DH0058,84.12,85.37,FRS
DH0058,85.37,86.92,FRS
DH0058,86.92,88.61,DUN
DH0058,88.61,89.96,FRS
DH0058,89.96,91.95,DUN
DH0058,91.95,93.1,FRS
DH0058,93.1,94.77,FRS
DH0058,94.77,95.82,FRS
DH0058,95.82,97.57,DUN
DH0058,97.57,98.98,FRS
DH0058,98.98,100.57,DUN
DH0058,100.57,101.67,FRS
DH0058,101.67,102.82,DUN
DH0058,102.82,104.68,DUN
DH0058,104.68,106.17,DUN
DH0058,106.17,107.69,DUN
DH0058,107.69,109.47,DUN
DH0058,109.47,111.11,DUN
DH0058,111.11,112.12,DUN
DH0058,112.12,113.93,DUN
DH0058,113.93,115.53,DUN
DH0058,115.53,116.54,DUN
DH0058,116.54,118.43,DUN
DH0058,118.43,119.83,PER
DH0058,119.83,120.84,DUN
DH0058,120.84,122.26,DUN
DH0058,122.26,123.66,PER
DH0058,123.66,125.59,DUN
DH0058,125.59,126.19,DUN
DH0059,0.0,1.41,SAP
DH0059,1.41,3.15,SAP
DH0059,3.15,4.51,SAP
DH0059,4.51,6.36,SAP
DH0059,6.36,7.92,SAP
DH0059,7.92,9.16,LAT
DH0059,9.16,10.37,SAP
DH0059,10.37,11.97,SAP
DH0059,11.97,13.26,SAP
DH0059,13.26,14.54,LAT
