BHID,FROM,TO,TARGET,NI,SI,MG
DH0050,105.63,107.18,North_Zone,0.723,44.48,20.09
DH0050,107.18,109.08,North_Zone,0.279,47.24,16.93
DH0050,109.08,110.49,North_Zone,1.007,48.02,17.51
DH0050,110.49,111.57,North_Zone,1.874,50.76,13.71
DH0050,111.57,112.87,North_Zone,1.008,44.91,12.49
DH0050,112.87,114.03,North_Zone,1.345,50.91,22.24
DH0050,114.03,115.75,North_Zone,2.308,50.98,15.66
DH0050,115.75,116.97,North_Zone,0.681,33.88,16.51
DH0050,116.97,118.39,North_Zone,0.584,51.74,14.25
DH0050,118.39,119.43,North_Zone,0.683,43.74,24.69
DH0050,119.43,120.47,North_Zone,1.023,49.86,19.71
DH0050,120.47,122.21,North_Zone,1.836,38.01,14.68
DH0050,122.21,123.88,North_Zone,0.562,37.63,23.15
DH0050,123.88,124.99,North_Zone,0.01,43.96,20.36
DH0050,124.99,126.81,North_Zone,1.007,48.17,17.77
DH0050,126.81,128.11,North_Zone,1.572,39.65,12.58
DH0050,128.11,129.95,North_Zone,1.101,34.93,25.24
DH0050,129.95,131.94,North_Zone,0.231,49.45,16.45
DH0050,131.94,133.1,North_Zone,1.633,49.5,19.81
DH0050,133.1,135.04,North_Zone,1.06,46.03,20.62
DH0050,135.04,136.12,North_Zone,1.077,33.03,14.22
DH0050,136.12,137.79,North_Zone,1.333,47.86,21.11
DH0050,137.79,138.96,North_Zone,0.805,47.04,11.73
DH0050,138.96,140.85,North_Zone,0.589,40.3,18.57
DH0050,140.85,142.1,North_Zone,0.723,41.14,22.4
DH0050,142.1,143.49,North_Zone,2.353,43.84,19.11
DH0050,143.49,145.18,North_Zone,1.533,40.66,19.36
DH0050,145.18,146.3,North_Zone,0.303,46.63,16.44
DH0050,146.3,147.32,North_Zone,0.452,38.67,20.95
DH0050,147.32,148.42,North_Zone,0.68,40.58,17.71
DH0050,148.42,150.09,North_Zone,0.213,40.82,18.13
DH0050,150.09,152.08,North_Zone,0.878,42.47,18.81
DH0050,152.08,153.65,North_Zone,0.879,38.9,19.51
DH0050,153.65,154.89,North_Zone,0.843,40.64,21.9
DH0050,154.89,156.84,North_Zone,0.574,28.77,14.76
DH0050,156.84,158.77,North_Zone,0.446,37.02,22.57
DH0050,158.77,159.85,North_Zone,0.46,41.64,21.72
DH0050,159.85,161.57,North_Zone,1.257,35.7,21.95
DH0050,161.57,162.79,North_Zone,0.299,35.51,24.71
DH0050,162.79,164.68,North_Zone,0.347,46.92,23.89
DH0050,164.68,165.87,North_Zone,0.364,34.31,15.06
DH0050,165.87,167.82,North_Zone,0.6,36.36,24.8
DH0050,167.82,169.39,North_Zone,0.521,32.98,24.36
DH0050,169.39,170.42,North_Zone,0.809,44.05,22.38
DH0050,170.42,171.66,North_Zone,0.736,47.71,21.54
DH0050,171.66,173.47,North_Zone,0.894,37.9,20.96
DH0050,173.47,175.34,North_Zone,0.871,32.62,25.3
DH0050,175.34,176.59,North_Zone,0.656,36.58,21.62
DH0050,176.59,178.44,North_Zone,0.486,38.27,21.99
DH0050,178.44,179.81,North_Zone,1.169,42.09,13.52
DH0050,179.81,180.97,North_Zone,0.889,43.46,13.27
DH0050,180.97,181.91,North_Zone,0.392,34.51,21.81
DH0051,0.0,1.76,East_Zone,1.214,41.98,12.96
DH0051,1.76,3.39,East_Zone,1.213,33.55,16.28
DH0051,3.39,4.64,East_Zone,2.009,35.47,7.9
DH0051,4.64,5.93,East_Zone,1.341,37.8,12.72
DH0051,5.93,6.93,East_Zone,1.095,37.08,8.45
DH0051,6.93,8.7,East_Zone,2.772,49.97,8.52
DH0051,8.7,10.03,East_Zone,4.999,50.34,7.02
DH0051,10.03,12.02,East_Zone,2.355,39.41,8.99
DH0051,12.02,13.98,East_Zone,1.574,49.59,11.93
DH0051,13.98,15.43,East_Zone,1.621,45.9,20.83
DH0051,15.43,16.69,East_Zone,1.705,53.29,18.53
DH0051,16.69,17.9,East_Zone,1.03,39.55,11.81
DH0051,17.9,19.86,East_Zone,1.758,43.06,22.02
DH0051,19.86,21.85,East_Zone,2.118,48.38,5.25
DH0051,21.85,23.1,East_Zone,4.159,61.53,14.12
DH0051,23.1,24.93,East_Zone,2.754,34.13,4.63
DH0051,24.93,26.53,East_Zone,3.054,52.23,10.3
DH0051,26.53,28.04,East_Zone,2.564,53.79,11.71
DH0051,28.04,29.98,East_Zone,0.486,47.83,13.64
DH0051,29.98,31.26,East_Zone,2.442,52.03,16.04
DH0051,31.26,32.94,East_Zone,0.957,37.61,22.67
DH0051,32.94,34.29,East_Zone,1.312,49.79,19.33
DH0051,34.29,35.73,East_Zone,0.614,39.99,21.26
DH0051,35.73,36.92,East_Zone,1.307,49.35,16.17
DH0051,36.92,38.43,East_Zone,1.134,53.41,11.31
DH0051,38.43,39.53,East_Zone,0.397,47.24,15.38
DH0051,39.53,41.52,East_Zone,0.744,37.54,21.64
DH0051,41.52,42.54,East_Zone,1.394,45.04,9.08
DH0051,42.54,43.61,East_Zone,0.322,34.76,13.58
DH0051,43.61,44.91,East_Zone,0.706,42.6,23.03
DH0051,44.91,46.59,East_Zone,1.403,49.33,28.95
DH0051,46.59,48.57,East_Zone,1.153,48.29,17.91
DH0051,48.57,50.57,East_Zone,0.235,38.71,23.87
DH0051,50.57,52.43,East_Zone,0.814,35.6,16.15
DH0051,52.43,53.63,East_Zone,0.734,48.58,16.13
DH0051,53.63,54.8,East_Zone,0.143,36.08,20.93
DH0051,54.8,55.81,East_Zone,0.311,45.55,19.69
DH0051,55.81,57.66,East_Zone,0.402,43.52,12.67
DH0051,57.66,58.95,East_Zone,1.128,44.15,25.25
DH0052,0.0,1.37,East_Zone,2.043,52.18,10.06
DH0052,1.37,2.88,East_Zone,3.673,32.6,6.49
DH0052,2.88,4.54,East_Zone,3.431,42.11,7.12
DH0052,4.54,5.6,East_Zone,4.385,46.75,8.0
DH0052,5.6,6.92,East_Zone,1.012,49.66,11.43
DH0052,6.92,7.98,East_Zone,1.169,31.9,15.57
DH0052,7.98,9.16,East_Zone,1.298,39.68,9.57
DH0052,9.16,10.96,East_Zone,1.928,36.22,4.63
DH0052,10.96,12.32,East_Zone,1.508,49.66,11.72
DH0052,12.32,13.36,East_Zone,0.589,55.29,17.72
DH0052,13.36,15.16,East_Zone,0.631,47.48,15.21
DH0052,15.16,16.75,East_Zone,2.633,21.33,14.38
DH0052,16.75,17.8,East_Zone,0.65,51.24,9.39
DH0052,17.8,18.99,East_Zone,1.304,43.94,11.93
DH0052,18.99,20.92,East_Zone,1.304,38.29,3.8
DH0052,20.92,22.66,East_Zone,1.388,47.63,5.56
DH0052,22.66,24.3,East_Zone,1.028,35.4,8.97
DH0052,24.3,25.82,East_Zone,1.909,35.61,18.82
DH0052,25.82,27.1,East_Zone,1.116,33.64,13.29
DH0052,27.1,28.31,East_Zone,1.878,26.47,10.39
DH0052,28.31,29.98,East_Zone,1.131,36.12,14.27
DH0052,29.98,31.94,East_Zone,5.438,35.87,19.01
DH0052,31.94,33.58,East_Zone,2.859,40.19,6.99
DH0052,33.58,35.08,East_Zone,2.108,49.38,7.79
DH0052,35.08,37.01,East_Zone,2.962,45.92,15.1
DH0052,37.01,38.83,East_Zone,3.859,58.28,14.4
DH0052,38.83,40.24,East_Zone,3.048,38.5,11.4
DH0052,40.24,41.47,East_Zone,0.818,44.8,13.68
DH0052,41.47,42.94,East_Zone,0.244,32.71,14.16
DH0052,42.94,44.3,East_Zone,5.853,52.22,6.97
DH0052,44.3,46.08,East_Zone,1.269,40.49,11.84
DH0052,46.08,47.8,East_Zone,2.441,29.36,9.31
DH0052,47.8,49.75,East_Zone,2.342,50.56,6.91
DH0052,49.75,51.69,East_Zone,0.984,43.95,12.38
DH0052,51.69,53.6,East_Zone,3.988,52.01,11.38
DH0052,53.6,55.02,East_Zone,2.963,54.53,8.03
DH0052,55.02,56.08,East_Zone,2.575,43.13,12.78
DH0052,56.08,57.95,East_Zone,1.245,43.0,8.17
DH0052,57.95,59.39,East_Zone,2.201,44.82,8.02
DH0052,59.39,60.51,East_Zone,0.544,51.83,14.26
DH0052,60.51,61.98,East_Zone,1.484,27.37,15.48
DH0052,61.98,62.98,East_Zone,0.838,44.76,14.5
DH0052,62.98,64.89,East_Zone,2.064,29.58,7.1
DH0052,64.89,65.96,East_Zone,2.554,43.12,12.15
DH0052,65.96,67.72,East_Zone,4.044,47.17,10.32
DH0052,67.72,69.02,East_Zone,3.619,52.6,8.54
DH0052,69.02,70.62,East_Zone,1.94,50.18,18.14
DH0052,70.62,71.64,East_Zone,0.258,57.69,19.07
DH0052,71.64,73.37,East_Zone,1.87,47.48,28.64
DH0052,73.37,74.73,East_Zone,0.947,53.16,13.18
DH0052,74.73,75.93,East_Zone,0.682,42.2,20.49
DH0052,75.93,77.62,East_Zone,1.447,45.1,14.39
DH0052,77.62,78.91,East_Zone,1.209,54.25,11.67
DH0052,78.91,80.11,East_Zone,0.465,43.83,10.87
DH0052,80.11,81.96,East_Zone,3.228,35.46,9.21
DH0052,81.96,83.35,East_Zone,0.749,43.67,17.74
DH0052,83.35,85.27,East_Zone,1.983,46.63,10.91
DH0052,85.27,86.88,East_Zone,1.332,36.24,11.78
DH0052,86.88,88.73,East_Zone,1.822,41.75,14.55
DH0052,88.73,90.09,East_Zone,3.589,36.02,12.83
DH0052,90.09,91.73,East_Zone,0.996,53.15,17.78
DH0052,91.73,93.02,East_Zone,0.438,43.89,18.94
DH0052,93.02,94.53,East_Zone,0.212,50.15,14.0
DH0052,94.53,95.91,East_Zone,1.267,35.72,11.77
DH0052,95.91,97.54,East_Zone,0.578,45.97,20.29
DH0052,97.54,98.72,East_Zone,1.24,44.54,10.21
DH0052,98.72,100.03,East_Zone,0.106,39.77,18.63
DH0052,100.03,101.11,East_Zone,0.447,45.61,16.35
DH0052,101.11,102.87,East_Zone,2.448,62.03,21.66
DH0052,102.87,104.11,East_Zone,1.025,37.55,21.41
DH0052,104.11,105.57,East_Zone,1.228,53.63,23.54
DH0052,105.57,107.31,East_Zone,0.865,54.32,14.72
DH0052,107.31,108.67,East_Zone,0.678,45.49,23.45
DH0052,108.67,110.16,East_Zone,0.914,46.0,16.22
DH0052,110.16,111.21,East_Zone,0.01,45.95,24.6
DH0052,111.21,112.42,East_Zone,0.967,48.92,10.38
DH0052,112.42,114.1,East_Zone,1.536,44.75,20.43
DH0052,114.1,116.03,East_Zone,0.74,42.41,13.24
DH0052,116.03,117.52,East_Zone,2.195,36.01,26.43
DH0052,117.52,119.51,East_Zone,0.01,42.5,12.57
DH0052,119.51,120.51,East_Zone,1.456,43.12,21.59
DH0052,120.51,121.82,East_Zone,0.359,46.04,19.22
DH0052,121.82,123.45,East_Zone,0.862,44.65,20.14
DH0052,123.45,124.74,East_Zone,0.332,42.12,21.9
DH0052,124.74,126.13,East_Zone,0.893,46.57,16.1
DH0052,126.13,128.07,East_Zone,0.61,34.63,16.5
DH0052,128.07,129.18,East_Zone,1.131,46.98,22.03
DH0052,129.18,131.06,East_Zone,0.783,41.28,19.72
DH0052,131.06,132.77,East_Zone,2.125,44.56,23.39
DH0052,132.77,133.91,East_Zone,0.462,35.9,18.12
DH0052,133.91,135.77,East_Zone,0.958,52.89,14.15
DH0052,135.77,137.1,East_Zone,1.151,49.96,18.34
DH0052,137.1,138.27,East_Zone,0.6,49.91,14.35
DH0052,138.27,140.22,East_Zone,1.998,56.27,13.7
DH0052,140.22,142.06,East_Zone,0.436,32.17,11.25
DH0052,142.06,143.37,East_Zone,0.319,44.65,16.83
DH0052,143.37,145.34,East_Zone,0.9,37.55,17.32
DH0052,145.34,147.14,East_Zone,0.01,36.17,31.88
DH0052,147.14,148.35,East_Zone,0.546,43.56,17.49
DH0052,148.35,149.87,East_Zone,0.265,47.66,18.4
DH0052,149.87,151.45,East_Zone,0.753,33.86,17.06
DH0052,151.45,153.29,East_Zone,0.735,37.62,21.69
DH0052,153.29,155.03,East_Zone,0.297,38.29,19.14
DH0052,155.03,156.71,East_Zone,0.329,43.54,21.0
DH0052,156.71,158.54,East_Zone,0.376,38.34,19.92
DH0052,158.54,159.93,East_Zone,0.082,36.86,26.21
DH0052,159.93,160.94,East_Zone,0.683,39.54,22.19
DH0052,160.94,162.07,East_Zone,1.207,41.61,15.4
DH0052,162.07,163.77,East_Zone,0.989,43.25,21.56
DH0052,163.77,165.5,East_Zone,0.234,37.47,16.8
DH0052,165.5,167.43,East_Zone,0.538,39.11,11.29
DH0052,167.43,169.27,East_Zone,0.289,41.99,21.79
DH0052,169.27,170.72,East_Zone,0.453,36.65,17.21
DH0052,170.72,171.86,East_Zone,0.381,36.9,27.83
DH0052,171.86,172.95,East_Zone,0.337,34.51,19.02
DH0052,172.95,174.86,East_Zone,1.1,41.1,25.22
DH0052,174.86,176.47,East_Zone,0.501,39.49,23.09
DH0052,176.47,178.23,East_Zone,0.239,41.49,21.78
DH0052,178.23,179.07,East_Zone,0.51,36.05,24.55
DH0053,0.0,1.45,Central_Zone,2.343,41.94,15.3
DH0053,1.45,3.38,Central_Zone,1.283,50.42,13.16
DH0053,3.38,4.54,Central_Zone,2.35,46.21,17.11
DH0053,4.54,6.06,Central_Zone,1.672,32.35,15.29
DH0053,6.06,7.57,Central_Zone,0.468,43.66,1.01
DH0053,7.57,9.21,Central_Zone,1.435,32.29,14.24
DH0053,9.21,11.06,Central_Zone,2.862,33.09,11.31
DH0053,11.06,12.2,Central_Zone,1.459,34.07,12.63
DH0053,12.2,14.18,Central_Zone,2.118,35.84,9.84
DH0053,14.18,15.91,Central_Zone,2.25,44.26,14.25
DH0053,15.91,17.43,Central_Zone,1.787,42.95,16.51
DH0053,17.43,19.18,Central_Zone,1.082,36.83,10.17
DH0053,19.18,20.99,Central_Zone,0.45,23.47,14.06
DH0053,20.99,22.56,Central_Zone,2.053,37.09,12.22
DH0053,22.56,23.88,Central_Zone,1.903,44.67,13.2
DH0053,23.88,25.48,Central_Zone,1.753,29.09,13.17
DH0053,25.48,26.97,Central_Zone,2.922,30.82,11.2
DH0053,26.97,28.32,Central_Zone,4.161,43.41,11.86
DH0053,28.32,30.12,Central_Zone,2.476,67.45,6.88
DH0053,30.12,31.65,Central_Zone,4.908,42.35,5.62
DH0053,31.65,33.17,Central_Zone,0.364,29.1,16.68
DH0053,33.17,35.16,Central_Zone,2.345,51.25,12.64
DH0053,35.16,37.14,Central_Zone,1.525,41.18,8.41
DH0053,37.14,38.15,Central_Zone,1.968,43.49,9.24
DH0053,38.15,39.82,Central_Zone,4.168,48.16,13.4
DH0053,39.82,41.23,Central_Zone,0.358,34.97,6.02
DH0053,41.23,42.59,Central_Zone,3.55,42.33,9.45
DH0053,42.59,44.25,Central_Zone,3.565,41.01,8.2
DH0053,44.25,46.12,Central_Zone,4.375,41.85,8.68
DH0053,46.12,47.44,Central_Zone,0.747,47.83,9.67
DH0053,47.44,48.97,Central_Zone,1.25,56.37,5.97
DH0053,48.97,50.66,Central_Zone,2.355,40.48,5.97
DH0053,50.66,52.13,Central_Zone,3.065,25.81,7.26
DH0053,52.13,53.63,Central_Zone,4.739,43.12,7.57
DH0053,53.63,54.83,Central_Zone,0.793,49.06,4.87
DH0053,54.83,56.07,Central_Zone,0.262,57.44,12.73
DH0053,56.07,57.71,Central_Zone,1.278,46.18,15.0
DH0053,57.71,59.3,Central_Zone,1.855,24.48,11.17
DH0053,59.3,60.64,Central_Zone,3.887,51.68,14.62
DH0053,60.64,62.04,Central_Zone,3.328,49.58,8.12
DH0053,62.04,63.25,Central_Zone,0.529,61.44,10.69
DH0053,63.25,64.87,Central_Zone,0.932,44.45,22.35
DH0053,64.87,66.54,Central_Zone,1.834,42.3,18.13
DH0053,66.54,67.67,Central_Zone,4.475,27.89,10.4
DH0053,67.67,69.22,Central_Zone,4.727,58.58,11.59
DH0053,69.22,70.25,Central_Zone,3.519,37.7,6.83
DH0053,70.25,71.89,Central_Zone,1.213,50.04,21.46
DH0053,71.89,73.4,Central_Zone,3.238,42.76,8.4
DH0053,73.4,74.83,Central_Zone,4.542,32.41,14.84
DH0053,74.83,76.4,Central_Zone,2.489,33.13,12.34
DH0053,76.4,77.51,Central_Zone,0.546,48.72,22.33
DH0053,77.51,79.16,Central_Zone,0.814,44.08,17.74
DH0053,79.16,80.86,Central_Zone,1.762,35.24,10.85
DH0053,80.86,81.97,Central_Zone,3.961,51.1,12.98
DH0053,81.97,83.66,Central_Zone,1.657,50.08,17.73
DH0053,83.66,85.48,Central_Zone,1.293,50.19,13.07
DH0053,85.48,86.65,Central_Zone,2.908,58.99,8.78
DH0053,86.65,87.85,Central_Zone,2.932,46.53,12.86
DH0053,87.85,89.81,Central_Zone,2.212,54.93,15.37
DH0053,89.81,91.7,Central_Zone,0.827,51.78,16.93
DH0053,91.7,93.25,Central_Zone,0.089,65.34,8.04
DH0053,93.25,94.98,Central_Zone,1.298,58.84,16.18
DH0053,94.98,96.98,Central_Zone,2.622,30.61,7.46
DH0053,96.98,98.38,Central_Zone,2.628,55.08,12.24
DH0053,98.38,99.84,Central_Zone,3.776,46.59,17.96
DH0053,99.84,100.97,Central_Zone,0.863,57.9,15.07
DH0053,100.97,102.4,Central_Zone,2.131,34.3,6.89
DH0053,102.4,103.53,Central_Zone,0.889,43.08,22.45
DH0053,103.53,105.02,Central_Zone,1.497,39.08,14.87
DH0053,105.02,106.52,Central_Zone,1.771,52.12,7.1
DH0053,106.52,108.05,Central_Zone,2.136,46.4,19.36
DH0053,108.05,109.88,Central_Zone,3.019,28.9,10.64
DH0053,109.88,111.61,Central_Zone,1.219,53.42,23.97
DH0053,111.61,113.36,Central_Zone,0.508,44.03,21.31
DH0053,113.36,114.45,Central_Zone,1.303,45.96,12.65
DH0053,114.45,115.59,Central_Zone,1.35,41.87,17.78
DH0053,115.59,116.72,Central_Zone,1.903,57.83,16.52
DH0053,116.72,118.11,Central_Zone,1.699,47.63,12.67
DH0053,118.11,119.89,Central_Zone,0.586,51.84,21.47
DH0053,119.89,121.05,Central_Zone,1.488,59.7,10.98
DH0053,121.05,122.95,Central_Zone,1.692,46.13,21.72
DH0053,122.95,124.43,Central_Zone,0.286,37.52,17.45
DH0053,124.43,125.67,Central_Zone,1.642,44.42,24.52
DH0053,125.67,127.62,Central_Zone,0.579,51.97,15.42
DH0053,127.62,128.63,Central_Zone,0.583,45.26,23.83
DH0053,128.63,130.04,Central_Zone,2.246,37.61,15.26
DH0053,130.04,131.26,Central_Zone,2.032,54.88,19.22
DH0053,131.26,132.52,Central_Zone,0.567,41.19,17.58
DH0053,132.52,133.98,Central_Zone,1.064,40.23,21.76
DH0053,133.98,135.22,Central_Zone,1.575,45.69,14.51
DH0053,135.22,136.98,Central_Zone,1.531,52.55,17.98
DH0053,136.98,138.91,Central_Zone,2.522,54.59,17.74
DH0053,138.91,139.98,Central_Zone,1.209,56.78,23.82
DH0053,139.98,141.47,Central_Zone,0.806,44.74,19.39
DH0053,141.47,143.05,Central_Zone,1.098,54.33,16.19
DH0053,143.05,144.33,Central_Zone,0.01,52.53,16.85
DH0053,144.33,145.9,Central_Zone,0.291,43.35,13.76
DH0053,145.9,147.44,Central_Zone,1.046,49.48,18.63
DH0053,147.44,149.14,Central_Zone,1.654,49.4,15.1
DH0053,149.14,150.28,Central_Zone,1.025,53.12,24.3
DH0053,150.28,151.73,Central_Zone,1.013,47.19,17.47
DH0053,151.73,153.07,Central_Zone,0.299,36.33,23.27
DH0053,153.07,154.13,Central_Zone,0.184,37.77,12.54
DH0053,154.13,155.83,Central_Zone,0.348,36.71,17.0
DH0053,155.83,157.16,Central_Zone,0.697,56.07,19.49
DH0053,157.16,158.96,Central_Zone,0.944,48.52,12.39
DH0053,158.96,160.17,Central_Zone,0.854,52.11,20.92
DH0053,160.17,161.39,Central_Zone,1.715,40.53,20.37
DH0053,161.39,162.53,Central_Zone,1.029,59.4,22.66
DH0053,162.53,164.17,Central_Zone,1.949,44.88,25.86
DH0053,164.17,166.06,Central_Zone,0.808,40.49,22.33
DH0053,166.06,167.98,Central_Zone,0.691,48.65,16.25
DH0053,167.98,169.17,Central_Zone,1.723,35.53,17.88
DH0053,169.17,170.21,Central_Zone,1.58,54.6,14.56
DH0053,170.21,171.68,Central_Zone,0.526,43.64,18.76
DH0053,171.68,172.89,Central_Zone,1.248,51.68,9.53
DH0053,172.89,173.91,Central_Zone,0.544,58.15,18.84
DH0053,173.91,175.51,Central_Zone,0.874,42.03,21.29
DH0053,175.51,177.19,Central_Zone,0.87,47.02,18.79
DH0053,177.19,179.16,Central_Zone,0.498,32.1,27.1
DH0053,179.16,180.69,Central_Zone,0.618,39.34,20.15
DH0053,180.69,182.02,Central_Zone,0.378,40.81,21.31
DH0053,182.02,183.88,Central_Zone,0.956,45.24,15.9
DH0053,183.88,185.57,Central_Zone,0.728,42.31,27.07
DH0053,185.57,186.83,Central_Zone,0.243,27.83,21.77
DH0053,186.83,188.0,Central_Zone,0.489,47.69,9.25
DH0053,188.0,189.57,Central_Zone,0.895,41.53,19.98
DH0053,189.57,191.16,Central_Zone,0.424,44.0,17.23
DH0053,191.16,192.73,Central_Zone,0.833,44.16,19.37
DH0053,192.73,194.39,Central_Zone,0.01,33.25,22.8
DH0053,194.39,195.68,Central_Zone,1.148,49.31,20.65
DH0053,195.68,197.01,Central_Zone,0.455,46.06,28.08
DH0053,197.01,198.22,Central_Zone,1.057,41.56,19.44
DH0053,198.22,200.22,Central_Zone,0.309,34.3,24.61
DH0053,200.22,201.31,Central_Zone,0.289,37.65,22.38
DH0053,201.31,203.1,Central_Zone,0.01,37.91,21.98
DH0053,203.1,204.72,Central_Zone,0.236,38.03,24.19
DH0053,204.72,206.21,Central_Zone,0.209,42.68,18.23
DH0053,206.21,207.37,Central_Zone,1.061,42.96,16.13
DH0053,207.37,209.09,Central_Zone,0.812,41.41,20.68
DH0053,209.09,210.8,Central_Zone,0.8,44.94,12.47
DH0053,210.8,212.72,Central_Zone,0.887,34.01,27.25
DH0053,212.72,214.51,Central_Zone,0.539,49.25,21.19
DH0053,214.51,215.64,Central_Zone,1.165,41.48,19.47
DH0053,215.64,217.42,Central_Zone,0.194,49.56,19.26
DH0053,217.42,219.12,Central_Zone,0.096,37.38,20.11
DH0053,219.12,220.17,Central_Zone,0.454,41.99,16.88
DH0054,0.0,1.56,East_Zone,2.583,36.96,10.71
DH0054,1.56,2.56,East_Zone,2.532,47.33,11.39
DH0054,2.56,4.33,East_Zone,1.568,30.08,9.21
DH0054,4.33,5.38,East_Zone,1.347,56.99,9.4
DH0054,5.38,6.74,East_Zone,0.348,52.37,14.47
DH0054,6.74,8.54,East_Zone,1.614,35.08,6.33
DH0054,8.54,9.63,East_Zone,1.697,51.79,11.79
DH0054,9.63,10.99,East_Zone,0.621,58.52,8.5
DH0054,10.99,12.95,East_Zone,2.513,35.57,16.3
DH0054,12.95,14.27,East_Zone,1.618,47.2,12.98
DH0054,14.27,15.57,East_Zone,1.498,45.93,20.87
DH0054,15.57,16.78,East_Zone,2.238,49.47,9.72
DH0054,16.78,18.33,East_Zone,1.107,53.57,14.79
DH0054,18.33,19.51,East_Zone,1.692,47.11,19.06
DH0054,19.51,20.88,East_Zone,1.992,32.38,15.36
DH0054,20.88,21.92,East_Zone,3.331,43.66,15.01
DH0054,21.92,23.79,East_Zone,1.532,41.29,13.9
DH0054,23.79,25.05,East_Zone,3.774,42.88,11.41
DH0054,25.05,26.16,East_Zone,1.782,44.29,7.65
DH0054,26.16,28.04,East_Zone,2.375,44.33,13.8
DH0054,28.04,29.33,East_Zone,2.835,35.67,7.45
DH0054,29.33,30.68,East_Zone,3.09,39.43,8.77
DH0054,30.68,31.8,East_Zone,1.493,50.71,25.74
DH0054,31.8,33.5,East_Zone,1.199,38.03,12.21
DH0054,33.5,35.27,East_Zone,1.111,37.9,5.22
DH0054,35.27,36.35,East_Zone,0.727,55.83,13.44
DH0054,36.35,37.76,East_Zone,1.272,43.59,19.49
DH0054,37.76,39.61,East_Zone,2.136,45.26,18.98
DH0054,39.61,41.23,East_Zone,0.565,46.93,14.91
DH0054,41.23,43.17,East_Zone,3.854,37.76,9.25
DH0054,43.17,44.3,East_Zone,1.493,34.49,8.02
DH0054,44.3,45.69,East_Zone,1.172,41.76,14.12
DH0054,45.69,47.51,East_Zone,0.479,52.02,11.37
DH0054,47.51,49.19,East_Zone,1.162,53.64,33.52
DH0054,49.19,50.86,East_Zone,3.073,39.6,10.05
DH0054,50.86,52.71,East_Zone,1.872,37.25,33.09
DH0054,52.71,54.2,East_Zone,1.2,43.11,26.57
DH0054,54.2,55.89,East_Zone,1.103,43.65,19.92
DH0054,55.89,57.83,East_Zone,3.215,50.72,11.59
DH0054,57.83,59.42,East_Zone,3.367,20.36,11.81
DH0054,59.42,60.72,East_Zone,1.954,56.65,15.24
DH0054,60.72,62.54,East_Zone,0.891,48.83,11.48
DH0054,62.54,64.17,East_Zone,1.107,39.3,17.55
DH0054,64.17,65.35,East_Zone,1.75,41.56,15.29
DH0054,65.35,66.66,East_Zone,1.296,46.93,21.78
DH0054,66.66,68.17,East_Zone,0.18,39.94,18.07
DH0054,68.17,69.59,East_Zone,1.37,54.58,22.52
DH0054,69.59,70.78,East_Zone,0.796,41.31,28.3
DH0054,70.78,72.32,East_Zone,1.845,41.49,24.94
DH0054,72.32,74.25,East_Zone,1.224,36.45,5.71
DH0054,74.25,75.57,East_Zone,0.921,46.76,24.48
DH0054,75.57,77.14,East_Zone,2.054,51.78,10.99
DH0054,77.14,78.69,East_Zone,1.601,39.07,27.71
DH0054,78.69,79.73,East_Zone,0.715,38.97,18.2
DH0054,79.73,80.81,East_Zone,1.182,43.64,16.36
DH0054,80.81,82.25,East_Zone,0.619,51.13,18.17
DH0054,82.25,83.87,East_Zone,1.633,35.8,22.55
DH0054,83.87,85.8,East_Zone,0.98,43.25,16.48
DH0054,85.8,87.48,East_Zone,1.477,49.05,8.2
DH0054,87.48,88.81,East_Zone,1.488,48.17,24.74
DH0054,88.81,90.65,East_Zone,0.768,44.42,25.12
DH0054,90.65,91.78,East_Zone,0.821,51.53,17.98
DH0054,91.78,93.12,East_Zone,0.871,51.19,5.52
DH0054,93.12,94.95,East_Zone,1.126,49.27,26.53
DH0054,94.95,96.67,East_Zone,0.459,29.1,20.37
DH0054,96.67,98.53,East_Zone,0.581,37.38,17.64
DH0054,98.53,100.51,East_Zone,0.168,34.96,23.36
DH0054,100.51,101.81,East_Zone,0.163,41.92,23.84
DH0054,101.81,103.24,East_Zone,0.949,40.14,18.33
DH0054,103.24,105.08,East_Zone,0.899,39.16,17.86
DH0054,105.08,106.64,East_Zone,0.254,40.0,20.03
DH0054,106.64,107.69,East_Zone,1.334,47.94,20.17
DH0054,107.69,109.36,East_Zone,0.663,41.15,16.47
DH0054,109.36,111.22,East_Zone,1.22,32.44,15.42
DH0054,111.22,112.96,East_Zone,0.57,46.14,11.71
DH0054,112.96,114.21,East_Zone,0.208,42.92,20.56
DH0054,114.21,116.07,East_Zone,0.549,32.37,21.92
DH0054,116.07,116.66,East_Zone,0.331,41.08,14.43
DH0055,0.0,1.33,South_Zone,4.237,55.59,14.43
DH0055,1.33,2.44,South_Zone,3.047,57.67,6.76
DH0055,2.44,4.17,South_Zone,0.699,45.47,9.93
DH0055,4.17,5.49,South_Zone,2.697,31.25,14.41
DH0055,5.49,7.15,South_Zone,2.071,45.77,8.58
DH0055,7.15,8.49,South_Zone,1.77,54.58,4.82
DH0055,8.49,9.91,South_Zone,3.104,60.52,7.25
DH0055,9.91,11.17,South_Zone,2.347,60.36,8.85
DH0055,11.17,12.55,South_Zone,0.621,39.9,12.66
DH0055,12.55,14.44,South_Zone,1.785,42.73,8.9
DH0055,14.44,15.6,South_Zone,2.688,45.73,14.3
